PRIMARY_NAME,LATITUDE83,LONGITUDE83,CRITICAL_MINERALS
TONOPAH CONVENTION CENTER,38.06773,-117.23223,arsenic
ALLEN COUNTY HOSPITAL #1,37.92213,-95.38958,zinc
ALLEN COUNTY HOSPITAL #2,37.923042,-95.390763,zinc
IRS BUILDING - FLINT,43.024669,-83.69346199999998,copper; graphite
CENTRO CARISMATICO CARISMATICO,32.187836,-110.965935,arsenic; chromium
GARNAVILLO SCHOOL,42.86797,-91.23777,tin
OLD MASON HOTEL,42.57816,-84.44355,copper
11123 WEST BURLEIGH ST,43.07463,-88.05175,aluminum
NATIONAL PARK SEMINARY,39.011368,-77.057294,arsenic; chromium
560 TERMINAL AVENUE,39.718715,-75.537442,arsenic
M&N PROPERTY,39.73057,-75.55618,arsenic
FORMER CITY HALL SITE,28.35197,-80.72618,arsenic
NAVARRO PROPERTY,33.99111,-118.25292,chromium; copper; nickel
OVROM PARK AND SCHOOL,34.17719,-118.30368,arsenic
PROPOSED BACKPOCKET BREWERY,41.682176,-91.559473,arsenic
FORMER INDUSTRIAL BROWNHOIST/AKA UPTOWN BAY CITY,43.592003,-83.890888,arsenic; chromium; magnesium
167 BEARFOOT ROAD,42.34097,-71.63791,arsenic
NELSON FOUNDRY,40.76729,-73.935435,zinc
"HANCOCK-ELLSWORTH TANNERY, PARCEL 1",44.539153,-68.314731,chromium
824 JEFFERSON STREET PROPERTY,34.33938,-78.68434999999998,chromium
DEVELOPMENT & LEASING D&L,45.17842,-89.67529,aluminum
GRABER PROPERTY DEMOLITION,32.37649,-112.87709,copper
WEST MEADOWS SITE 5,37.19979,-93.35753,arsenic
WEST MEADOWS SITE 6,37.19979,-93.35753,arsenic
WEST MEADOWS SITE 7,37.19979,-93.35753,arsenic
FORMER NABCO PATTERSON PLANT,43.897979,-85.52279199999998,aluminum
1 CHURCH STREET/ATLANTIC WIRE,41.27745,-72.80939999999998,copper; tin
BLE LIGHT RAIL PROJECT,35.235384,-80.82736,arsenic
1404 14TH STREET PROPERTY,27.4871,-82.57528,arsenic
FORMER CRAYCROFT MOTORS,38.961598,-89.096092,tin
NORWICH STATE HOSPITAL - PARCEL A,41.484123,-72.06600199999998,tin
NORWICH STATE HOSPITAL - PARCEL B,41.4854,-72.06618899999998,tin
DIKE 14 CDF BA,41.544331,-81.632278,arsenic; chromium
PAY PARKING LOT,38.892469,-90.186961,arsenic; chromium
FLORIDA AVENUE SITE,28.35101,-80.72772,arsenic
519-633 COCOA BLVD SITE,28.3523,-80.73189999999998,arsenic
SALINA ACADEMY OF HAIR DESIGN BTA,38.83976,-97.60791,tin
GREAT BEND AIRPORT EAST #1 BTA,38.35199,-98.852144,chromium
GREAT BEND AIRPORT EAST #2,38.351034,-98.853314,chromium
FORMER D&D EQUIPMENT AND REPAIR,43.641418,-85.48363399999998,aluminum
GARRARD,45.408528,-84.616904,aluminum
FORMER PIKE UTILITIES SITE,26.61372,-80.15674,aluminum; arsenic; copper
114 2ND AVENUE WEST,43.37365,-92.11712,tin
FEDERAL MOGUL-ST  JOHNS,43.006271,-84.56134299999998,aluminum; copper; tin
FORMER KNAPPS WAREHOUSE,42.720105,-84.54343299999998,nickel
BALLENTINE BUILDING,42.976194,-82.424135,nickel
BALLENTINE BUILDING,42.976273,-82.424182,nickel
BALLENTINE BUILDING,42.976273,-82.424182,nickel
FIFE ROCK PRODUCTS CO,41.23762,-111.9785,aluminum; silicon
FROG PONDS OLD LANDFILL SITE,41.532862,-112.034986,arsenic
YTTRIUM PLANT,41.32133,-105.60009,yttrium
BRIGHAM CITY LANDFILL PROPERTY,41.50987,-112.052868,arsenic
TOWN CREEK SUMP SITES,39.792672,-123.270466,chromium
FORMER SHEPHERDSTOWN LANDFILL,39.429503,-77.822584,arsenic
DUFFS SUNOCO,39.80338,-86.10406,arsenic
JOHN LITTLE DRUM SITE,35.132027,-90.059003,arsenic
LOS ALAMITOS UNIFIED SCHOOL DISTRICT,33.801864,-118.063181,arsenic
NEWTON WASTEWATER TREATMENT BTA,38.02828,-97.3596,arsenic
LEAVENWORTH CHOCTAW SOUTH LOT,39.31658,-94.91186,arsenic; chromium; cobalt; manganese
MORGAN CO. SOCCER FIELD RECREATION AREA & COMPLEX PARCEL 1,39.547714,-78.269901,arsenic
KINGERY CONSTRUCTION SITE,40.823864,-96.677542,arsenic
FORMER AMERICAN INDUSTRIAL,41.516553,-81.59813099999998,tin
HAWLEY PARK,41.539567,-81.572283,arsenic
SCRAGGLY LAKE,45.326408,-67.984836,aluminum
SHEFFIELD INDUSTRIAL SITE- LOTS 1 AND 2,41.93563,-85.62974,copper
FAIRFAX INTERGENERATIONAL HOUSING PROJECT,41.49771,-81.62958,tin
FORMER NEFF PRINTING,39.027783,-94.655791,chromium
MISTY RIDGE,41.358727,-75.742332,aluminum
FORMER TAR HEEL RECYCLING FACILITY,35.85852,-77.04416999999998,manganese
MALDEN INDUSTRIAL PARK SUBDIVISION,36.614782,-89.969847,arsenic
JAMAA LEARNING CENTER - 4408-4454 ST. LOUIS AVE.,38.6644,-90.24093,arsenic
TIFFIN GLASSHOUSE,41.130471,-83.182686,arsenic; cerium; chromium; nickel; silicon
PALMETTO - FORMER HEARTLAND FERTILIZER,27.51985,-82.57703999999998,chromium
PEDIGREED 2 PROPERTY,34.372246,-80.071808,copper
BRONZEVILLE URBAN DEVELOPMENT,41.820267,-87.603826,arsenic
FRANKFORT ROUNDHOUSE SITE,40.279943,-86.52270799999998,nickel
PROPOSED BLENHEIM SCHOOL SITE,34.50944,-79.65447,arsenic
BUNGE PROPERTIES- 3000 1ST AVENUE,41.26073,-95.89298,tin
GARNETT ASTROTRUCK COVER BTA,38.280931,-95.221841,arsenic; chromium
ST ELMO,35.02127,-85.32139999999998,chromium
FORMER TAZLINA COPPER VALLEY SCHOOL,62.1987,-146.05,copper
BRADENTON - GROCERY STORE SITE,27.48811,-82.56458999999998,arsenic
LACOOCHEE - PROPOSED COMMUNITY CENTER SITE,28.456201,-82.174497,arsenic; chromium
VACANT TRACT OF LAND,33.06524,-96.15143,chromium; copper; nickel
MCGILL BALL PARK,39.401492,-114.780559,copper
BLACKHAWK DRIVE,41.48358,-87.70144999999998,manganese
900 ALRECO STREET,42.139696,-86.43804699999998,aluminum
EAST TAMPA - 40TH STREET PARCELS,27.973695,-82.414474,arsenic
PARK SOUTH TRACT,32.856322,-79.969257,antimony; arsenic
2120 25TH AV,30.37648,-89.09296,arsenic
FORMER BRIZARDS STORE,41.1879,-123.7091,chromium
FORMER HARDWARE STORE- 252 MAIN STREET,43.023822,-91.176327,tin
400 GOODRICH STREET,41.3357,-72.93443,copper; nickel; zinc
CSX PARCEL 4,30.433726,-84.298975,arsenic
FORMER OMAHA COLD STORAGE,41.20755,-95.96305,arsenic
KIDDE BRASS & ALUMINUM FOUNDRY,39.29817,-77.86208999999998,aluminum
LACOOCHEE INFRASTRUCTURE - AREA C,28.4651,-82.1674,arsenic
LACOOCHEE INFRASTRUCTURE - AREA D,28.4676,-82.1631,arsenic; chromium
328 SOUTH 3RD AVENUE,42.04482,-92.90802,arsenic; chromium
FORMER B&B ENTERPRISES,30.978628,-87.256152,arsenic
COPPER POINT APN01-241-09,38.98294,-119.16739,copper
PEASELY PRODUCTS,41.17312,-73.14973999999998,aluminum; beryllium; copper; magnesium; manganese; zinc
421 RACE STREET,41.935608,-85.019069,aluminum
CHROMIUM PROCESS COMPANY,41.316935,-73.091758,chromium
J.I. HAILEY LEASE,27.82231,-97.427512,arsenic
BIG BEND STRUCTURES,44.208375,-99.787065,aluminum
FOAMCOAT A1,39.2595,-81.5446,arsenic
FOAMCOAT A2,39.258979,-81.546205,arsenic
COIL,39.258872,-81.540605,arsenic
FOAMCOAT B,39.259361,-81.542681,arsenic
ISOTEK A1,39.258199,-81.537559,arsenic
ISOTEK A2,39.257753,-81.536615,arsenic
511 SOUTH CENTRAL,39.28467,-76.59914,tin
FORMER INTERNATIONAL CENTRE,43.43527,-83.93689999999998,tin
KIDS POND,44.074879,-99.580081,manganese
PRESTON RIVERWALK - 10 ROUTE 12,41.485466,-72.06620499999998,tin
PRESTON RIVERWALK - 14 ROUTE 12,41.485334,-72.066173,tin
PRESTON RIVERWALK - 10 RIVERVIEW WAY,41.458122,-72.08996899999998,tin
RIVER STREET INDUSTRIAL PROPERTY,43.407368,-83.962703,aluminum; arsenic; chromium; copper; magnesium; manganese; zinc
"RIFKIN PROPERTY, FORMER CARLISLE TANNERY",43.445416,-83.93082099999998,copper
WESTSIDE CAN CENTER,39.08624,-94.59257,arsenic
BEACON HILL SW QUADRANT - 2613 TROOST,39.07892,-94.57091,arsenic
POWER HOUSE SCIENCE CENTER,38.593324,-121.50564,copper; zinc
FORMER INLAND STEEL PERSONNEL BUILDINGS PROPERTY,41.62266,-87.43268,aluminum
4500 DIVISION -  GLT PURCHASE,41.49081,-81.7179,tin
FORMER DELUXE BUMPER SITE,41.501543,-81.636598,nickel
MICELI EXPANSION SITE,41.48532,-81.62644,aluminum
OTTUMWA ELK CLUB - 413 S IOWA AVENUE,41.00704,-92.39558,arsenic
MARYSVILLE DEPOT,39.84414,-96.6488,arsenic
SARASOTA - MULTIPURPOSE SITE,27.36564,-82.53309,arsenic
FORMER KRAFT FURNITURE STORE,41.25205,-95.93707,arsenic
PALMETTO - 1620 8TH AVENUE SITE,27.52825,-82.5729,arsenic
WHITING'S AXE FACTORY,44.498813,-69.006822,arsenic; chromium
CMP DAM,44.438104,-68.998174,arsenic; chromium
KNOWLES PROPERTY,38.19053,-94.02794,arsenic
FORMER TOWER MANUFACTURING,38.73781,-85.39422,arsenic
VACANT LAND (SECTIONS C&D),40.62392,-103.21494,arsenic
STATE FARM OFFICE BUILDING,37.43562,-94.70498,arsenic; zinc
RAPID CABLE,39.65735,-87.39824,aluminum
1540 COLUMBUS AVENUE,42.32346,-71.09842,arsenic
1542R COLUMBUS AVENUE,42.32331,-71.097674,arsenic
ELLIS COUNTY PUBLIC WORKS SHOP,38.939,-99.5591,arsenic; chromium
GULFPORT TIRE COMPANY,30.38089,-89.08145,arsenic
SIMON PROPERTY - 4225 N. LA CHOLLA,32.28376,-111.01189,arsenic; chromium
THE LANDING - OLD MILL PORTION,41.29965,-122.306213,arsenic
BURLINGAME NEWSPAPER BTA,38.75369,-95.83408,arsenic; chromium
1200 BLOCK OF HAYNE STREET (EVEN ADDRESSES),41.00715,-92.398592,arsenic
1200 BLOCK OF ORCHARD STREET (ODD ADDRESSES),41.00615,-92.398822,arsenic
1200 BLOCK OF HAYNE STREET (ODD ADDRESSES),41.00751,-92.39854,arsenic
500 BLOCK OF SOUTH ELM STREET (EVEN ADDRESSES),41.00656,-92.39792000000001,arsenic
500 BLOCK OF SOUTH FELLOWS AVENUE (ODD ADDRESSES),41.00651,-92.39686,arsenic
1100 BLOCK OF HAYNE STREET (ODD ADDRESSES),41.00764,-92.39905,arsenic
1100 BLOCK OF RAILROAD STREET (EVEN ADDRESSES),41.00863,-92.3997,arsenic
1200 BLOCK OF RAILROAD STREET (EVEN ADDRESSES),41.00837,-92.39913,arsenic
VACANT PARCEL 1.01; WEST TURNER ROAD,30.748128,-88.08747599999998,arsenic
5 & 10 STORE,44.714351,-67.458378,tin
1001 NEWELL STREET,42.51292,-92.32218,arsenic
FORMER LASALLE COUNTY SCHOOL EMPLOYEE CREDIT UNION (1313 CHESTNUT STREET),41.35357,-88.84881,arsenic
PALMETTO - 5TH STREET PARCELS,27.515386,-82.574634,arsenic
FORMER NIPHOS COATINGS,43.33291,-88.28877,copper; nickel
NIGHTS INN BTA,39.31908,-94.91238000000001,arsenic
WILLOW CREEK FLOODPLAIN,37.849166,-106.926435,arsenic; zinc
BURLINGAME TV REPAIR SHOP,38.75369,-95.83417,arsenic; chromium
STAVER FOUNDRY CO,47.51406,-92.53083,nickel
27 BRIGHT STREET,44.48844,-73.20838999999998,arsenic; zinc
AGI RUBBER - PARCEL 5A,41.179,-73.18488999999998,tin
COPPER VALLEY SCHOOL (FORMER),62.048204,-145.409791,copper
PRESTON RIVERWALK,41.482314,-72.065837,tin
718 EAST 2ND AVENUE,41.68008,-91.56338,arsenic; chromium
WHITABKER MIDDLE SCHOOL,45.56391,-122.62346,arsenic
300 BLOCK OF SOUTH ASH STREET (ODD ADDRESSES),41.007958,-92.400631,arsenic
1000 BLOCK OF RAILROAD STREET (EVEN ADDRESSES),41.007922,-92.401353,arsenic
1000 BLOCK OF HAYNE STREET (ODD ADDRESSES),41.007447,-92.401119,arsenic
300 BLOCK OF SOUTH CHERRY STREET (EVEN ADDRESSES),41.007422,-92.401844,arsenic
650 MULBERRY MDOT RELOCATION SITE,39.106672,-94.599599,arsenic
AGI RUBBER -  PARCEL 8F,41.17947,-73.18621799999998,tin
TINKER FLATS,39.78849,-86.13944999999998,aluminum
FORMER RODGERS LABORATORIES INC,42.969339,-87.91938899999998,arsenic
REDBUD PATH (OLIVER TO WOODLAWN),37.7155,-97.27096,arsenic
CONWAY PARK,42.382725,-71.108971,arsenic; chromium
HOLCOMB PAINT FACTORY,30.38095,-89.10173,arsenic
1807-15 N KIMBALL,41.913641,-87.711776,antimony; arsenic
PARK 512 AVENUE PARK,41.91429,-87.66776,aluminum
JENS OLESEN & SONS CONSTRUCTION COMPANY RUBBLE SITE,42.519605,-92.395479,chromium
300 BLOCK OF SOUTH IOWA AVENUE (ODD ADDRESSES),41.007514,-92.395917,arsenic
INNER VISION SITE 1,35.133892,-90.05462199999998,arsenic
80 LIVERPOOL STREET,42.372054,-71.041036,copper
EAST PORTLAND GAS WORKS GAS HOLDER TANK SITE,45.522921,-122.66177,arsenic
127 E BITTNER,43.873118,-85.50945799999998,arsenic; chromium
INNER VISION SITE 2,35.133185,-90.054969,arsenic
FORMER SUN RUBBER,41.0232,-81.59175999999998,aluminum
PROPOSED BUS MAINTENANCE FACILITY,28.2996,-82.3105,chromium
SVCOG/JUNIOR ACHIEVMENT SITE,40.41373,-79.8982,tin
34 WOODBRIDGE LANE														,40.840955,-73.65014499999998,arsenic; zinc
FORMER ROUNDHOUSE PROPERTY (WEST),41.844769,-94.126092,arsenic
LITTLE EARTH PROPERTY,44.95555,-93.244,arsenic
FORMER COCA COLA FACILITY,41.06069,-85.11538,aluminum
FORMER CANTON LAUNDRY,41.07541,-85.14792,tin
LOWER COUNTY SHOP,47.005768,-120.554419,magnesium
FEDERATED METALS,40.2401,-74.73653,zinc
ST. CLAIR INDUSTRIAL PARK,42.852688,-82.49508,arsenic
PREMIUM AUTO REPAIR,41.51328,-82.9419,tin
WHITLOCK COMBING COMPANY,32.999087,-81.295167,aluminum
WHITLOCK COMBING COMPANY,32.999087,-81.295167,aluminum
425 RIVER STREET,41.61588,-94.0138,arsenic
FERRY STREET PROPERTIES,41.615071,-94.01650900000001,arsenic
MUNICIPAL FARMS - MCI SITE,39.038798,-94.492563,arsenic
UTAH BARREL AND SCRAP,40.75075,-111.9026,arsenic; chromium
RIDGEWAY 63 LLC PROPERTY (PIN# 8913-33-376-012),42.469657,-92.39045,chromium
STABOND CORP,33.904114,-118.309145,magnesium
PRAIRIE TOOL & DIE,43.04567,-91.14086,arsenic; chromium
REDBUD TRAIL_ANDOVER,37.713904,-97.136429,arsenic
808 EAST LOGAN STREET,41.58446,-85.82044,aluminum
MCLEANSBORO HIGH SCHOOL,38.092274,-88.53808499999998,manganese
PHILLIPS DEVELOPMENT ISLAND PROPERTY,33.48988,-88.44267999999998,chromium
FORMER WAYNE MINER HOUSING,39.10088,-94.5571,arsenic
FORMER WAYNE MINER HOUSING,39.09972,-94.55831,arsenic
PARCEL 1C08 - NCMRWC PROPERTIES,40.342381,-93.090617,arsenic
PARCEL 1C03 - NCMRWC PROPERTIES,40.342381,-93.090617,arsenic
PARCEL 1C02 - NCMRWC PROPERTIES,40.359183,-93.084931,arsenic
SILOAM PROPERTY,38.732317,-82.91414399999998,aluminum
COFFEYVILLE RAILS TO TRAILS,37.04461,-95.64267,arsenic; chromium
BEATRICE CONCRETE COMPANY,40.260338,-96.750836,arsenic
CATLIN AUTO PARTS & SALVAGE - NORTH PARCEL,40.26897,-96.7522,arsenic; chromium
CATLIN AUTO PARTS & SALVAGE - SOUTH PARCEL,40.26897,-96.7522,arsenic; chromium
CHILLICOTHE CORRECTIONAL FACILITY,39.789821,-93.542164,arsenic
DAKOTA CITY LANDFILL,42.409518,-96.418792,arsenic
APPLETON CITY HALL,38.190525,-94.027726,arsenic
CATLIN AUTO PARTS AND SALVAGE - DANNY AND MARY,40.270132,-96.752858,arsenic; chromium
FARMERS UNION CO-OP SUPPLY,40.26955,-96.752819,arsenic
LINCOLN DEPOT LIMITED PARTNERSHIP PROPERTY SITE,40.81518,-96.71117,arsenic
MISSOURI DEPARTMENT OF TRANSPORTATION PROPERTY,37.489615,-92.428556,arsenic
FORMER MISSOURI STATE PENITENTIARY,38.573324,-92.16253200000001,arsenic
WINNEBAGO TRIBE OF NEBRASKA,42.02491,-97.41021,arsenic; chromium
1659 S. FRONT STREET,41.12773,-81.48549,arsenic
25 WEST MILLER AVENUE,41.05651,-81.53032,beryllium
FORMER SUNSHINE MARKET,39.055893,-94.558666,arsenic
FORT SCOTT RIVERFRONT BTA #6,37.85026,-94.69866,arsenic
SKYHOOK BTA,38.59077,-95.26885,arsenic
FORT SCOTT RIVERFRONT BTA #5,37.84757,-94.70099,arsenic; chromium
105 AND 107 SOUTH SUPERIOR STREET,42.245054,-84.75301399999998,tin
MIRRO PLANT #3,44.09067,-87.67855,aluminum; tin
312 MAPLE STREET,42.09846,-76.06966,chromium
BRAZIL MOTORS,45.553801,-122.732333,arsenic; chromium
HANOVER/ SOPHIA STREET PROPERTY,38.30211,-77.45756,tin
1745 SOUTH FRONT STREET,41.1291,-81.48462,arsenic
ARTIST BOAT SETTEGAST RD PROPERTY,29.223138,-94.926006,chromium
1100 BLOCK OF HAYNE STREET (EVEN ADDRESSES),41.006761,-92.401042,arsenic
400 BLOCK OF SOUTH ASH STREET,41.00676,-92.401042,arsenic
"SUPER SALVAGE, INC",38.868695,-77.012636,aluminum; copper
MRBF-10,42.849883,-97.39888800000001,lithium
WALKER SITE,38.38889,-93.78285,antimony; arsenic
DOLTON LOGISTICS SITE,41.637125,-87.59785999999998,aluminum
"JOE'S DATACENTER, LLC (1325 TRACY AVENUE)",39.09719,-94.56757,arsenic
"MATTIE RHODES ART CENTER (1017, 1021, & 1023 W. 17TH STREET)",39.0929,-94.5965,arsenic
1014 E. 19TH STREET (ADAMS-FERRO PROJECT),39.09003,-94.57071,arsenic; chromium
FORT SCOTT RIVERFRONT BTA #7,37.84558,-94.70402,arsenic
1025 SYCAMORE STREET,42.49495,-92.33093,arsenic; chromium
SCHULZ EXTRUDED PRODUCTS,34.819722,-89.975278,aluminum
DALLAS COUNTY ENGINEERING DEPARTMENT PROPERTIES,41.615556,-94.013056,arsenic
REID MEMORIAL HOSPITAL,39.84605,-84.88894,copper
CHROMIUM PROCESS LAND PARCEL,41.31735,-73.09229,chromium
KATY PARK,37.671986,-95.443296,arsenic; chromium
607 UNION STREET,37.038116,-95.614619,arsenic; chromium
POMPEIIS PIZZERIA,42.972449,-82.42456099999998,chromium
PET023 FORMER TEXACO (#817),18.010721,-66.616826,zinc
FORMER GMA COVER CORP. PROPERTY,42.95769,-82.44696999999998,aluminum; copper
TINMAN PROPERTY 2,35.732451,-81.332372,chromium
FORMER EDENFIELD PROPERTY,27.51492,-82.56928999999998,arsenic
1102 W. CENTRAL AVE.,41.678131,-83.568594,copper; nickel; zinc
FORMER LINCOLN HOTEL,40.09637,-98.95359,arsenic
68 SOUTH STREET,42.27518,-71.41367,zinc
DENVER URBAN GARDENS - HINKLEY HIGH SCHOOL GARDEN,39.734866,-104.809944,aluminum; cobalt; manganese; vanadium
6190 W 13TH AVE,39.73661,-105.06482,arsenic
MAIN STREET AMOCO,33.60709,-88.64803899999998,tin
1541-45 TOWER GROVE AVE,38.62168,-90.25569,arsenic
ATMOS ENERGY,32.738437,-97.083691,arsenic
ROCK HILL FEED & SEED,34.92184,-81.01403999999998,aluminum; arsenic; copper; nickel; zinc
FORMER BEN FRANKLIN BUILDING,42.21762,-85.89046,tin
FREIGHT CAR FACILITY,39.680673,-87.403633,arsenic
BEECH BOTTOM PLANT AND INDUSTRIAL PARK,40.215785,-80.658022,aluminum
ST. JOSEPH'S DORMITORY,42.992519,-98.424833,lithium
MCMILLEN FOUNDATION BUILDINGS,41.06487,-85.11995,arsenic; tin
VACANT LAND PARCEL (1417 HANNA ST),41.073092,-85.12880199999998,arsenic
118 AND 120 WEST PORTER ST,42.243782,-84.75463399999998,tin
HAL SCOTT PRESERVE,28.4808,-81.0952,arsenic
HAL SCOTT PRESERVE,28.4808,-81.0952,arsenic
BROOKSVILLE HOUSING AUTHORITY PROPERTY,28.545546,-82.393489,arsenic
GREEN STREET VILLAS,38.911646,-94.361652,arsenic; chromium
RIVERFRONT PARK,29.212185,-81.01940399999998,arsenic
OLD SWISS PLYWOOD,37.941867,-86.769778,arsenic
MT. CHALCHIHUITL PROPERTY,35.47013,-106.1149,zinc
FORMER PLYWOOD FACTORY,38.04512,-86.852,arsenic
MADEIRA PROPERTY,43.54895,-71.46759,copper
SWAYZE COURT APARTMENTS,43.01128,-83.69066999999998,chromium
591 NORTH WAYNE AVENUE,39.23552,-84.46002,chromium
225 COATS/209 E FIFTH,43.875017,-85.51005,aluminum
NSB3 - FAULKNER STREET SITE,29.02548,-80.92311999999998,arsenic
DODGE CITY PARKING LOT,37.75189,-100.02082,arsenic; chromium
DODGE CITY HOTEL,37.751623,-100.021591,arsenic; chromium
ATCHISON YMCA BTA #1,39.56186,-95.11721,arsenic
NEWARK ELECTROPLATING,40.05439,-82.39933,arsenic; chromium
CANNON BALL DUMPSITE,46.394125,-100.596387,arsenic
COZZA PROPERTY,38.27334,-85.74418,arsenic
BP BAKER SITE,27.35966,-82.53285599999998,arsenic
28 N SAGINAW,42.63743,-83.29220999999998,tin
CHANUTE GOLF COURSE,37.64579,-95.454266,arsenic; chromium
GRIZZLY BAR,58.39161,-134.038608,copper
SUNNY COVE,58.38941,-134.56016,copper
SANDY BEACH,58.272708,-134.387555,arsenic
OAK HILL -FORMER PUBLIC WORKS SITE,28.8641,-80.85026999999998,arsenic
ISLAND WAY PROPERTY,34.62405,-86.99191,arsenic
MILLIPORE CIDRA INC,18.195631,-66.112101,arsenic; chromium; manganese
KING ROOFING,35.4821,-79.17559,aluminum
FIBERGLASS CORP OF AMERICA (FCA),37.09399,-95.58357,arsenic; chromium
SUNRISE GARDEN CENTER,38.95652,-95.23063,arsenic; chromium
1019 BELL RIVER AVE,42.710993,-82.49705,aluminum
"HANCOCK-ELLSWORTH TANNERY, PARCEL 3",44.54035,-68.319157,chromium
MISTY MEADOW FARMS,30.36372,-88.51332999999998,aluminum
"FORMER RESCO PRODUCTS, INC. SITE",40.979093,-80.36277,chromium
YELLOWSTONE TRAIL GARAGE,47.46987,-115.79354,arsenic
TIMBER TREAT PRODUCTS,47.14449,-116.43863,arsenic; chromium; copper
SALLY WONG PROPERTY,32.749865,-117.106413,arsenic
FORMER LINCOLN GRAIN STORAGE,38.391829,-93.33315,arsenic
GLADDEN HOMES,37.756451,-100.043142,arsenic; chromium
PIONEER PRINTING,40.04936,-86.46875,arsenic; chromium
NICKEL PLATE ROCHESTER EXTENSION,41.13141,-86.42035,nickel
FORMER HOOSIER DESK,38.38992,-86.92854,arsenic
JASPER MUNICIPAL ELECTRIC UTILITY,38.40079,-86.91442999999998,arsenic
GULF CITY SEAFOOD,30.37517,-88.55923,copper
FORMER BILLY BOB'S,41.692907,-98.000016,arsenic
HUPP PROPERTY,42.005474,-97.419172,arsenic
CENTRAL PLATING,43.07957,-72.42774,aluminum; nickel
GARNETT CHURCH BTA,38.27596,-95.24222,arsenic; chromium
TANANA COMMUNITY HALL,65.169743,-152.071174,arsenic
WHITTIER BUCKNER BUILDING,60.77572,-148.6735,arsenic
SHARING MINISTRIES LOT 17,38.477868,-107.88123,arsenic; chromium
MERIT PROPERTY,39.628078,-79.959834,tin
THE LANDING - NEW MILL PORTION,41.29965,-122.306213,arsenic
220 SOUTH COLLEGE STREET,41.01446,-92.40796,arsenic
ROAD 28 PROPOSED ELEMENTARY SCHOOL,36.95802,-120.03882,arsenic
PROPOSED BUENA VISTA SCHOOL ADDITION AND EXPANSION,36.18549,-119.43686,arsenic
SPENCER'S PROPERTIES,36.50052,-80.60966,tin
FORD POST AND POLE SITE,47.91476,-117.842864,copper
CARSON CITY HALL RENOVATION,33.833091,-118.261707,arsenic
ACME CLEANSING COMPANY,39.06871,-94.57781000000001,arsenic
8 SOUTH JEREMY STREET - CROWN PLATING,40.76905,-111.9154,arsenic; chromium
22 S JEREMY STREET - SCHOVAERS,40.76865,-111.9154,arsenic; chromium
947 W FOLSOM - MARBLECAST,40.7682,-111.9184,arsenic
955 WEST FOLSOM - SWANER,40.7682,-111.91864,arsenic
"COPPER RIVER HIGHWAY, MILE 13-14 ILLEGAL LANDFILL",60.46049,-145.285029,copper
JASPER CABINET,38.38754,-86.92982,arsenic
WESTSIDE MONARCH BUTTERFLY REFUGE AND GREENSPACE,39.087299,-94.599152,arsenic
BETHEL NEIGHBORHOOD CENTER,39.10206,-94.62622,arsenic
NILE VALLEY AQUAPONICS,39.073029,-94.55417000000001,copper; nickel; zinc
BUTLER AUTO REPAIR,38.273381,-94.34413,arsenic
FORMER WALKER WIRE,42.475343,-83.13305099999998,tin
202 FALLS ROAD,35.94438,-77.79464,copper; tin
DENVER URBAN GARDEN AT LONE TREE ELEMENTARY SCHOOL,39.372212,-104.85609,arsenic
DENVER URBAN GARDEN AT CHADASH SANCTUARY GARDEN,39.74379,-104.87355,arsenic
DENVER URBAN GARDEN AT UNIVERSITY OF DENVER,39.67436,-104.96406,arsenic
TWISTER TRAILER,37.847248,-94.708612,aluminum
